OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
x,15202,Orange District Court,,Orange Dist. Ct.,,1,New Jersey,,1936-05-08,1936-05-08,578581,View example
x,9267,Orangetown Justice Court,,Orangetown J. Ct.,,3,New York,,1990-03-20,1996-09-25,313369,View example
x,8811,Oregon Court of Appeals,,Or. Ct. App.,,30645,Oregon,,1933-09-29,2017-09-20,76761,View example
x,8769,Oregon Supreme Court,,Or.,,23837,Oregon,,1847-06-01,2017-09-21,60631,View example
x,14892,Oregon Supreme Court,8769,Oregon Supreme Court,,2,Oregon,,1913-07-08,1914-01-20,4578059,View example
x,8824,Oregon Tax Court,,Or. T.C.,,1270,Oregon,,1962-04-06,2006-04-20,216719,View example
x,11517,Orleans County Court,,Orleans Cty. Ct.,,5,New York,,1889-04-01,1962-04-20,1103739,View example
?,13400,Orphans' Court,,Orphans' Ct.,,3,Pennsylvania,,1941-04-16,1971-04-22,1721885,View example
x,14254,Osceola County Circuit Court,,Osceola Cty. Cir. Ct.,,2,Florida,,1954-07-14,1973-03-19,1979870,View example
x,14341,Osceola County Court,,Osceola Cty. Ct.,,4,Florida,,1988-03-07,1991-07-15,2020849,View example
x,9250,Ossining Justice Court,,Ossining J. Ct.,,17,New York,,1965-01-26,2015-12-28,221152,View example
x,10627,Oswego City Court,,Oswego City Ct.,,21,New York,,1982-01-22,1993-06-16,788857,View example
x,14798,Oswego County Court,,Oswego Cty. Ct.,,3,New York,,1867-11-15,1916-01-01,2356952,View example
x,19151,Otero County District Court,,Otero Cty. Dist. Ct.,,1,Colorado,,1902-05-06,1902-05-06,2327850,View example
x,11653,Otsego County Court,,Otsego Cty. Ct.,,5,New York,,1898-08-01,1915-03-29,1207912,View example
x,19133,Otsego County Court of New York,11653,Otsego Cty. Ct.,,1,New York,,1910-03-26,1910-03-26,7659946,View example
x,9398,Ottawa Circuit Court,,Ottawa Cir. Ct.,,23,Ohio,,1890-12-01,1903-01-01,421709,View example
x,13567,Ottawa County Circuit Court,,Ottawa Cty. Cir. Ct.,,3,Ohio,,1892-06-01,1903-01-01,1515732,View example
x,13086,Ottawa County Court,,Ottawa Cty. Ct.,,1,Ohio,,1916-10-13,1916-10-13,1604679,View example
x,12177,Ottawa County Court of Common Pleas,,Ottawa Cty. C.P.,,14,Ohio,,1895-01-01,1998-03-13,1435881,View example
x,17620,Owego Justice Court,,Owego J. Ct.,,1,New York,,2004-08-02,2004-08-02,1390616,View example
x,14993,Owen Circuit Court,10183,Owen Cir. Ct.,,3,Kentucky,,1926-03-09,1926-03-09,4902690,View example
x,18825,Oxford County Court,,Oxford Cty. Ct.,,1,Ohio,,1961-11-06,1961-11-06,1808831,View example
?,14075,Oyer and Terminer,,Oyer & Terminer,,2,New York,,1852-01-01,1870-03-01,1963087,View example
?,19355,Oyer and Terminer,,N.Y. Oyer & Terminer,,1,New York,,1817-09-12,1817-09-12,1271063,View example
?,18541,Oyer and Terminer New York County,,Oyer & Terminer N.Y. Cty.,,1,New York,,1887-10-01,1887-10-01,1168232,View example
?,18489,Oyer and Terminer Queens County,,Oyer & Terminer Queens Cty.,,1,New York,,1886-10-01,1886-10-01,1168285,View example
?,18540,Oyer and Terminer Washington County,,Oyer & Terminer Wash. Cty.,,1,New York,,1887-02-01,1887-02-01,1168245,View example
x,15622,Page County Circuit Court,,Page Cty. Cir. Ct.,,15,Virginia,,1977-06-03,2015-08-06,3784854,View example
x,11660,Palm Beach County Circuit Court,,Palm Beach Cty. Cir. Ct.,,206,Florida,,1953-09-23,1982-03-05,1211076,View example
x,14244,Palm Beach County Court,,Palm Beach Cty. Ct.,,100,Florida,,1974-07-22,1991-05-28,2000840,View example
x,16670,Palm Beach County Criminal Court of Record,,Palm Beach Cty. Crim. Ct. Rec.,,1,Florida,,1965-08-27,1965-08-27,1997960,View example
x,14229,Palm Beach County Judge Court,23068,Palm Beach Cty. J. Ct.,,3,Florida,,1958-09-04,1958-10-15,1992686,View example
x,16639,Palm Beach County Judge's Court,23068,Palm Beach Cty. J. Ct.,,10,Florida,,1952-06-13,1964-09-02,1980820,View example
x,23068,Palm Beach County Judge’s Court,,Palm Beach Cty. J. Ct.,,29,Florida,,1951-12-07,1960-12-30,1187975,View example
x,14237,Palm Beach County Juvenile and Domestic Relations Court,,Palm Beach Cty. Juv. & Dom. Rel. Ct.,,7,Florida,,1968-03-18,1972-11-27,2001989,View example
x,16672,Palm Beach County Small Claims Court,,Palm Beach Cty. Small Cl. Ct.,,1,Florida,,1965-09-23,1965-09-23,1997955,View example
x,21313,Parma Municipal Court,,Parma Mun. Ct.,,4,Ohio,,1979-12-31,1998-05-11,6699114,View example
x,15236,Pasaic County Court,9493,Pasaic Cty. Ct.,,1,New Jersey,,1961-03-22,1961-03-22,348749,View example
x,23557,Pasco County Circuit Court,,Pasco Cty. Cir. Ct.,,1,Florida,,1955-02-02,1955-02-02,1978911,View example
x,10011,Passaic Circuit Court,,Passaic Cir. Ct.,,1,New Jersey,,1926-03-10,1926-03-10,584238,View example
x,9869,Passaic County Circuit Court,,Passaic Cty. Cir. Ct.,,27,New Jersey,,1923-03-28,1947-02-01,426525,View example
x,9493,Passaic County Court,,Passaic Cty. Ct.,,34,New Jersey,,1935-02-26,1976-09-28,291474,View example
x,9831,Passaic County Court of Common Pleas,9937,Passaic Cty. Ct. C.P.,,17,New Jersey,,1936-05-06,1946-11-20,432265,View example
x,9937,Passaic County Court of Common Pleas,,Passaic Cty. C.P.,,2,New Jersey,,1936-11-19,1943-04-06,457695,View example
x,10027,Passaic County District Court,,Passaic Cty. Dist. Ct.,,12,New Jersey,,1975-07-11,1983-12-28,290041,View example
x,15261,Passaic County District Court,10027,Passaic Cty. Ct.,,1,New Jersey,,1978-09-22,1978-09-22,892591,View example
x,15239,Passaic County Juvenile and Domestic Realtions Court,,Passaic Cty. Juv. & Dom. Rel. Ct.,,1,New Jersey,,1981-05-06,1981-05-06,925869,View example
x,9956,Passaic County Juvenile and Domestic Relations Court,,Passaic Cty. Juv. & Dom. Rel. Ct.,,4,New Jersey,,1977-12-05,1980-02-21,477992,View example
x,15230,Passaic County Juvenile and Domestic Relations Court,,Passaic Cty. Juv. & Dom Rel. Ct.,,1,New Jersey,,1976-10-20,1976-10-20,307358,View example
x,9845,Passaic District Court,,Passaic Dist. Ct.,,8,New Jersey,,1931-01-01,1939-01-23,429254,View example
x,9934,Paterson City District Court,10396,Patterson City Dist. Ct.,,1,New Jersey,,1943-01-12,1943-01-12,457627,View example
x,10396,Paterson City District Court,,Paterson City Dist. Ct.,,1,New Jersey,,1932-10-11,1932-10-11,739065,View example
x,9890,Paterson District Court,,Paterson Dist. Ct.,,7,New Jersey,,1936-03-30,1947-12-03,433545,View example
x,15785,Patrick County Circuit Court,,Patrick Cty. Cir. Ct.,,3,Virginia,,1998-11-17,2010-07-28,3864585,View example
x,9927,Patterson District Court,9890,Patterson Dist. Ct.,,2,New Jersey,,1934-01-04,1943-06-26,429172,View example
x,13085,Paulding Circuit Court,,Paulding Cir. Ct.,,9,Ohio,,1886-05-01,1898-10-01,1616605,View example
x,23530,Paulding County Circuit Court,,Paulding Cty. Cir. Ct.,,1,Ohio,,1905-03-01,1905-03-01,1801102,View example
x,21299,Paulding County Court,,Paulding Cty. Ct.,,1,Ohio,,1964-12-16,1964-12-16,6766059,View example
x,10965,Paulding County Court of Common Pleas,,Paulding Cty. C.P.,,34,Ohio,,1895-01-01,1987-01-26,892691,View example
x,11977,Paulding County Court of Common Pleas,10965,Paulding Cty. Ct. C.P.,,2,Ohio,,1965-02-23,1966-11-01,1432169,View example
x,17200,Paulding County Court of Common Pleas,10965,Paulding County C.P.,,4,Ohio,,1921-07-30,1962-07-16,1561166,View example
x,17790,Paulding County Court of Common Pleas,10965,Ohio C.P.,,3,Ohio,,1970-11-13,1977-12-14,1441206,View example
x,13899,Peekskill City Court,,Peekskill City Ct.,,2,New York,,1979-06-14,2016-08-29,1932550,View example
x,18713,Peekskill City Court,13899,Peekskil City Ct.,,1,New York,,1980-06-19,1980-06-19,1948953,View example
x,11203,Penfield Justice Court,,Penfield J. Ct.,,1,New York,,1996-03-10,1996-03-10,939186,View example
x,11849,Penfield Town Court,,Penfield Town Ct.,,2,New York,,1970-06-01,1974-12-11,1242339,View example
x,17627,Pennsylvania Admiralty Court,,Pa. Adm.,,20,Pennsylvania,,1779-01-01,1788-12-19,6110171,View example
x,23853,Pennsylvania Admiralty Court,17627,Pa. Adm.,,10,United States,,1779-01-01,1788-01-01,6095187,View example
x,16481,Pennsylvania Arbitration Panels for Health Care,,Pa. Arbitration Panels for Health Care,,54,Pennsylvania,,1977-05-25,1981-11-09,1230467,View example
x,17285,Pennsylvania Board of Parole,,Pa. Board of Parole,,1,Pennsylvania,,1952-08-27,1952-08-27,1598508,View example
x,21545,Pennsylvania County Court,,Pa. Cty. Ct.,,1,Pennsylvania,,1938-06-06,1938-06-06,6757496,View example
x,21731,Pennsylvania County Court,21545,Pa. C.,,9,Pennsylvania,,1885-11-01,1886-03-18,1036092,View example
x,17543,Pennsylvania County Court of Common Pleas,,Pa. Cty. C.P.,,2,Pennsylvania,,1932-06-30,1932-12-09,1504211,View example
x,22907,Pennsylvania Court Register of Wills,,Pa. Ct. Register of Wills,,1,Pennsylvania,,1861-01-01,1861-01-01,11913946,View example
x,12074,Pennsylvania Court of Common Pleas,,Pa. C.P.,,232,Pennsylvania,,1806-05-09,2013-05-01,1230500,View example
x,13432,Pennsylvania Court of Common Pleas,12074,Pa. Ct. C.P.,,2,Pennsylvania,,1946-10-21,1974-09-19,1567228,View example
x,21586,Pennsylvania Court of Common Please,12074,Pa. C.P.,,1,Pennsylvania,,1879-01-01,1879-01-01,6763069,View example
x,11937,Pennsylvania Court of Judicial Discipline,,Pa. Ct. Jud. Discipline,,32,Pennsylvania,,1994-06-03,2012-08-30,1370093,View example
x,17619,Pennsylvania Court of Judicial Discipline,11937,Pa. Ct. Jud. Disc.,,3,Pennsylvania,,2003-01-15,2016-08-31,722177,View example
x,19227,Pennsylvania Court of Oyer and Terminer,,Pa. Ct. Oyer & Terminer,,2,Pennsylvania,,1816-05-01,1817-05-01,1268368,View example
x,19231,Pennsylvania Court of Quarter Sessions,,Pa. Ct. Quarter Sess.,,1,Pennsylvania,,1802-01-01,1802-01-01,1268447,View example
x,19265,Pennsylvania Courts of Common Pleas,12074,Pa. C.P.,,1,Pennsylvania,,1823-11-01,1823-11-01,1268345,View example
x,22464,Pennsylvania Deparment of Justice,12032,Pa. Dep't J.,,5,Pennsylvania,,1942-04-16,1942-05-28,8731748,View example
x,17996,Pennsylvania Department of Education,,Pa. Dep't Educ.,,1,Pennsylvania,,1981-01-14,1981-01-14,1230551,View example
x,12032,Pennsylvania Department of Justice,,Pa. Dep't J.,,961,Pennsylvania,,1902-07-31,1983-07-15,1472067,View example
x,16793,Pennsylvania Department of Justice,12032,Pa. Dep't. J.,,6,Pennsylvania,,1942-08-10,1952-12-16,1552557,View example
x,17306,Pennsylvania Department of Public Welfare,,Pa. Dep't of Public Welfare,,1,Pennsylvania,,1961-07-13,1961-07-13,1656027,View example
?,12113,Pennsylvania District and County Reports,,Pa. D. & C.,,77,Pennsylvania,,1929-09-27,1947-11-25,1492794,View example
x,11951,Pennsylvania Environmental Hearing Board,,Pa. Environmental Hearing Bd.,,10,Pennsylvania,,1973-12-31,1994-11-15,1409531,View example
x,13403,Pennsylvania Environmental Hearing Board,11951,Pa. Environmental Hearing Board,,68,Pennsylvania,,1971-10-27,1984-06-04,1728064,View example
x,22384,Pennsylvania Environmental Hearing Board,11951,Pa. Environmental Hearing Board.,,1,Pennsylvania,,1983-07-13,1983-07-13,8710698,View example
x,10003,Pennsylvania High Court of Errors and Appeals,,Penn. High Ct. Err. & App.,,22,Pennsylvania,,1780-04-01,1804-01-01,581101,View example
x,16758,Pennsylvania Municipal Court,,Pa. Mun. Ct.,,1,Pennsylvania,,1953-04-17,1953-04-17,1603526,View example
x,13429,Pennsylvania Office of the Attorney General,,Pa. Office of the Attorney General,,32,Pennsylvania,,1973-10-30,1981-01-13,1230525,View example
x,10765,Perinton Justice Court,,Perinton J. Ct.,,8,New York,,1980-09-22,1995-10-31,816237,View example
x,11758,Perinton Town Court,,Perinton Town Ct.,,1,New York,,1970-12-15,1970-12-15,1226362,View example
x,9455,Perry Circuit Court,,Perry Cir. Ct.,,5,Ohio,,1899-10-01,1905-11-29,421691,View example
x,24098,Perry Circuit Court,10183,Perry Cir. Ct.,,4,Kentucky,,1926-02-23,1926-03-26,4902113,View example
x,13087,Perry County Circuit Court,,Perry Cty. Cir. Ct.,,4,Ohio,,1899-05-01,1911-11-01,1515895,View example
x,13110,Perry County Court,,Perry Cty. Ct.,,1,Ohio,,1914-06-30,1914-06-30,1604719,View example
x,21247,Perry County Court,13110,Perrt Cty. Ct.,,1,Ohio,,2000-06-08,2000-06-08,6713506,View example
x,11757,Perry County Court of Common Pleas,,Perry Cty. C.P.,,71,Pennsylvania,,1874-01-01,2014-09-08,823778,View example
x,21735,Perry County Court of Common Pleas,11757,Perry Cty. Ct. C.P.,,4,Pennsylvania,,1884-08-12,1886-01-02,1036179,View example
x,23947,Perry County Court of Common Pleas,11757,Perry Cty. C.P.,,3,Ohio,,1908-12-01,1999-02-26,1538715,View example
x,22445,Perry County Court of Oyer and Terminer,,Perry Cty. Ct. Oyer & Terminer,,1,Pennsylvania,,1941-03-27,1941-03-27,8730198,View example
x,12134,Perry County Court of Quarter Sessions,,Perry Cty. Ct. Quarter Sess.,,10,Pennsylvania,,1885-12-01,1959-11-11,1036104,View example
x,12132,Perry County Orphans' Court,,Perry Cty. Orphans' Ct.,,7,Pennsylvania,,1928-07-28,1963-03-30,1487572,View example
x,13011,Perry County Orphans' Court,12132,Perry County Orphans' Ct.,,1,Pennsylvania,,1948-06-10,1948-06-10,1576003,View example
x,12618,Perry County Probate Court,,Perry Cty. Prob. Ct.,,1,Ohio,,1896-01-01,1896-01-01,1528005,View example
x,17357,Perrysburg Municipal Court,,Ohio Mun. Ct.,,1,Ohio,,1975-09-10,1975-09-10,1444341,View example
x,9864,Perth Amboy District Court,,Perth Amboy Dist. Ct.,,17,New Jersey,,1931-01-01,1939-08-14,429053,View example
x,14472,Petersburg Circuit Court,,Petersburg Cir. Ct.,,23,Virginia,,1982-05-28,2016-03-07,3784118,View example
x,21468,Philadelphia Co. Court of Quarter Sessions,,Philadelphia Co. Ct. Quarter Sess.,,2,Pennsylvania,,1881-01-01,1881-01-01,6759704,View example
x,16859,Philadelphia County Common Pleas,8998,Philadelphia Cty. C.P.,,11,Pennsylvania,,1937-02-10,1937-06-09,1529563,View example
x,13252,Philadelphia County Court,,Phila. Cty. Ct.,,19,Pennsylvania,,1961-12-04,1971-03-29,1661898,View example
x,12965,Philadelphia County Court Common Pleas,8998,Phila. Cty. C.P.,,11,Pennsylvania,,1948-04-28,1948-10-11,1577105,View example
x,8998,Philadelphia County Court of Common Pleas,,Phila. Cty. C.P.,,4229,Pennsylvania,,1784-06-01,2014-12-10,111063,View example
x,9344,Philadelphia County Court of Common Pleas,8998,Philadelphia Cty. C.P.,,1085,Pennsylvania,,1805-06-17,2015-12-15,29894,View example
x,10327,Philadelphia County Court of Common Pleas,8998,Philadelphia County C. P.,,1,Pennsylvania,,1996-01-01,1996-01-01,767092,View example
x,11852,Philadelphia County Court of Common Pleas,8998,Phila . Cty. C.P.,,6,Pennsylvania,,1986-01-06,1987-10-14,1272967,View example
x,13018,Philadelphia County Court of Common Pleas,8998,Philadelphia Cty. Ct. C.P.,,45,Pennsylvania,,1885-10-31,2013-12-01,1036078,View example
x,14471,Philadelphia County Court of Common Pleas,8998,Philadelphia County C.P.,,7,Pennsylvania,,2010-12-22,2011-01-28,3842897,View example
x,16790,Philadelphia County Court of Common Pleas,8998,Phila. Cty. Ct. C.P.,,29,Pennsylvania,,1966-10-25,2015-06-12,1704258,View example
x,16809,Philadelphia County Court of Common Pleas,8998,Phila. Mun. Ct.,,1,Pennsylvania,,1948-12-02,1948-12-02,1580880,View example
x,17346,Philadelphia County Court of Common Pleas,8998,Phila. Cty. C.P.o,,1,Pennsylvania,,1934-11-19,1934-11-19,1515903,View example
x,16711,Philadelphia County Court of Orphans' Court,9682,Philadelphia Cty. Orphans' Ct.,,8,Pennsylvania,,1951-01-26,1951-06-22,1591864,View example
x,16785,Philadelphia County Court of Orphans' Court,9682,Phila. Cty. Ct. Orphans' Court,,5,Pennsylvania,,1968-03-14,1968-12-03,1704293,View example
x,12037,Philadelphia County Court of Oyer and Terminer,,Phila. Cty. Ct. Oyer & Terminer,,19,Pennsylvania,,1922-02-23,1969-02-20,1472105,View example
x,12189,Philadelphia County Court of Oyer and Terminer,12037,Philadelphia Cty. Ct. Oyer & Terminer,,7,Pennsylvania,,1807-11-16,1954-03-08,1485442,View example
x,17874,Philadelphia County Court of Oyer and Terminer,12037,Phila. Ct. Oyer & Terminer,,2,Pennsylvania,,1928-01-21,1931-03-27,1497340,View example
x,11271,Philadelphia County Court of Quarter Sessions,12030,Philadelphia Cty. Ct. Quarter Sess.,,75,Pennsylvania,,1806-06-07,1954-12-08,567009,View example
x,12030,Philadelphia County Court of Quarter Sessions,,Phila. Cty. Ct. Quarter Sess.,,177,Pennsylvania,,1873-12-06,1968-03-18,1472010,View example
x,12575,Philadelphia County Court of Quarter Sessions,12030,Philadelphia Ct. Quarter Sess.,,1,Pennsylvania,,1943-06-01,1943-06-01,1555830,View example
x,13149,Philadelphia County Court of Quarter Sessions,12030,Phila. Ct. Quarter Sess.,,2,Pennsylvania,,1955-12-02,1956-02-15,1617302,View example
x,16819,Philadelphia County Court of Quarter Sessions,12030,Phila. Cty. Ct. of Quarter Sess.,,1,Pennsylvania,,1963-11-01,1963-11-01,1682371,View example
x,17450,Philadelphia County Court of Quarter Sessions,12030,Phila. County Ct. Quarter Sess.,,2,Pennsylvania,,1934-04-10,1935-04-22,1515825,View example
x,13386,Philadelphia County Criminal Court,,Phila. Cty. Crim. Ct.,,7,Pennsylvania,,1963-08-28,1969-10-01,1677076,View example
x,16745,Philadelphia County Judicial Orphans' Court,9682,Phila. Cty. Orphans' Ct.,,1,Pennsylvania,,1952-05-29,1952-05-29,1596296,View example
x,11954,Philadelphia County Municipal Court,,Phila. Cty. Mun. Ct.,,40,Pennsylvania,,1922-06-20,1995-02-15,1421316,View example
x,22382,Philadelphia County Municipal Court,11954,Philadelphia Cty. Mun. Ct.,,2,Pennsylvania,,1949-07-11,1980-03-07,8731845,View example
x,22912,Philadelphia County Orphan's Court,9682,Philadelphia Cty. Orphan's Ct.,,1,Pennsylvania,,1861-01-01,1861-01-01,11914813,View example
x,9682,Philadelphia County Orphans' Court,,Phila. Cty. Orphans' Ct.,,1371,Pennsylvania,,1873-06-14,1990-01-16,220746,View example
x,11270,Philadelphia County Orphans' Court,9682,Philadelphia Cty. Orphans' Ct.,,382,Pennsylvania,,1878-12-28,1954-12-10,567000,View example
x,13259,Philadelphia County Orphans' Court,9682,Phila. Cty. Orphans' Court,,55,Pennsylvania,,1930-01-03,1962-04-27,1492901,View example
x,13374,Philadelphia County Orphans' Court,9682,Phila. Orphans' Ct.,,57,Pennsylvania,,1934-04-06,1969-04-30,1513394,View example
x,16766,Philadelphia County Orphans' Court,9682,Philadelphia County Orphans' Ct.,,6,Pennsylvania,,1953-11-06,1954-01-29,1603523,View example
x,16802,Philadelphia County Orphans' Court,9682,Philadelphia Cty. Orphans' Court,,1,Pennsylvania,,1949-03-04,1949-03-04,1582332,View example
x,16835,Philadelphia County Orphans' Court,9682,Phila Cty. Orphans' Ct.,,2,Pennsylvania,,1944-06-30,1944-09-13,1560365,View example
x,16499,Philadelphia County of Common Pleas,8998,Philadelphia Cty. C.P.,,11,Pennsylvania,,1982-01-14,1983-09-28,1937605,View example
x,22421,Philadelphia County of Common Pleas,8998,Phila. Cty. C.P.,,1,Pennsylvania,,2000-03-21,2000-03-21,8745136,View example
x,16914,Philadelphia County of Orphans' Court,9682,Phila. Cty. Orphans' Ct.,,16,Pennsylvania,,1936-01-31,1937-02-11,1527812,View example
x,15587,Philadelphia Court of Common Pleas,8998,Phila. C.P.,,3,Pennsylvania,,1809-06-07,1809-07-15,1788934,View example
x,15807,Philadelphia Court of Common Pleas,8998,Philadelphia C.P.,,33,Pennsylvania,,1788-05-01,1879-04-04,897317,View example
x,19020,Philadelphia Court of Nisi Prius,,Phila. Ct. Nisi Prius,,38,Pennsylvania,,1809-04-17,1851-04-02,4968214,View example
x,14492,Philadelphia Court of Oyer and Terminer,,Phila. Ct. Oyer & Terminer,,17,Pennsylvania,,1778-09-01,1788-02-01,1408415,View example
x,14493,Philadelphia Court of Oyer and Terminer,14492,Phila. Ct. of Oyer & Terminer,,1,Pennsylvania,,1788-02-01,1788-02-01,1408499,View example
x,21470,Philadelphia Court of Quarter Sessions,12030,Philadelphia Ct. Quarter Sess.,,1,Pennsylvania,,1881-01-01,1881-01-01,6759807,View example
?,22361,Philadelphia Department of Justice,,Phila. Dep't J.,,7,Pennsylvania,,1944-12-14,1945-04-19,8730235,View example
x,15805,Philadelphia District Court,,Phila. Dist. Ct.,,378,Pennsylvania,,1825-03-01,1843-12-01,897312,View example
x,12137,Philadelphia Election Court,,Phila. Election Ct.,,1,Pennsylvania,,1932-11-18,1932-11-18,1506836,View example
x,9998,Philadelphia Mayor's Court,,Phila. Mayor's Ct.,,1,Pennsylvania,,1797-04-01,1797-04-01,580982,View example
x,15840,Philadelphia Mayor's Court,9998,Philadelphia Mayor's Ct.,,1,Pennsylvania,,1810-01-06,1810-01-06,6047914,View example
x,12031,Philadelphia Municipal Court,12079,Philadelphia Mun. Ct.,,5,Pennsylvania,,1923-11-14,1924-06-19,1474539,View example
x,12079,Philadelphia Municipal Court,,Phila. Mun. Ct.,,192,Pennsylvania,,1923-03-02,1961-07-14,1472257,View example
x,22389,Philadelphia Municipal Court,12079,Phila. Mun. Ct,,1,Pennsylvania,,1946-04-08,1946-04-08,8732002,View example
x,15810,Philadelphia Orphans' Court,9682,Philadelphia Orphans' Ct.,,9,Pennsylvania,,1809-01-19,1880-05-22,897313,View example
x,18630,Philadelphia Orphans' Court,9682,Phila. Orphans' Ct.,,1,Pennsylvania,,1987-04-01,1987-04-01,1240582,View example
x,21537,Philadelphia of District Court,15805,Phila. Dist. Ct.,,1,Pennsylvania,,1879-05-23,1879-05-23,6758175,View example
x,12028,Philadephia County Court of Oyer and Terminer,12037,Philadephia Cty. Ct. Oyer & Terminer,,1,Pennsylvania,,1924-04-05,1924-04-05,1474678,View example
x,13004,Philadephia County Court of Oyer and Terminer,12037,Philadephia County Ct. Oyer & Terminer,,1,Pennsylvania,,1948-08-13,1948-08-13,1579179,View example
x,9339,Pickaway Circuit Court,,Pickaway Cir. Ct.,,18,Ohio,,1885-06-01,1902-11-27,421650,View example
x,9527,Pickaway County Circuit Court,,Pickaway Cty. Cir. Ct.,,7,Ohio,,1900-05-01,1911-01-01,395932,View example
x,21289,Pickaway County Court,,Pickaway Cty. Ct.,,1,Ohio,,1964-12-09,1964-12-09,6765684,View example
x,10782,Pickaway County Court of Common Pleas,12187,Ohio C.P.,,1,Ohio,,1906-01-22,1906-01-22,889470,View example
x,12187,Pickaway County Court of Common Pleas,,Pickaway Cty. C.P.,,19,Ohio,,1894-04-24,1997-12-23,891543,View example
x,18077,Pickaway County Court of Common Pleas,12187,Pickaway Cty. Ct. C.P.,,3,Ohio,,1930-06-04,1932-09-06,1569271,View example
x,9485,Pike Circuit Court,,Pike Cir. Ct.,,5,Ohio,,1888-05-01,1908-01-01,421698,View example
x,24096,Pike Circuit Court,10183,Pike Cir. Ct.,,16,Kentucky,,1925-09-29,1926-03-26,4901415,View example
x,23529,Pike County Circuit Court,,Pike Cty. Cir. Ct.,,3,Ohio,,1905-05-01,1909-05-19,1801084,View example
x,21441,Pike County Court,,Pike Cty. Ct.,,1,Ohio,,1965-02-22,1965-02-22,6699026,View example
x,9063,Pike County Court of Common Pleas,,Pike Cty. C.P.,,120,Pennsylvania,,1874-03-23,2013-05-06,220775,View example
x,11083,Pike County Court of Common Pleas,23945,Ohio C.P.,,2,Ohio,,1905-02-03,1927-11-03,889440,View example
x,13039,Pike County Court of Common Pleas,9063,Pike County Cty. C.P.,,1,Pennsylvania,,1950-10-06,1950-10-06,1588828,View example
x,18280,Pike County Court of Common Pleas,23945,Pike County C.P.,,1,Ohio,,1921-06-10,1921-06-10,1559651,View example
x,23945,Pike County Court of Common Pleas,,Pike Cty. C.P.,,6,Ohio,,1900-01-01,2003-11-24,1537435,View example
x,12641,Pike County Court of Quarter Sessions,,Pike Cty. Ct. Quarter Sess.,,12,Pennsylvania,,1891-01-01,1965-08-04,823773,View example
x,21557,Pike County Court of Quarter Sessions,12641,Pike Cty. Ct. Quarter Sessions,,1,Pennsylvania,,1938-12-19,1938-12-19,6757889,View example
x,16772,Pike County Orphans' Court,,Pike Cty. Orphans' Ct.,,2,Pennsylvania,,1947-10-20,1960-03-30,1572323,View example
x,21555,Pike County Orphans' Court,16772,Pike Cty. Orphans' Court,,1,Pennsylvania,,1939-01-01,1939-01-01,6758236,View example
x,12843,Pike County Probate Court,,Pike Cty. Prob. Ct.,,1,Ohio,,1916-11-20,1916-11-20,1553966,View example
x,16511,Pike County of Common Pleas,9063,Pike Cty. C.P.,,2,Pennsylvania,,1983-03-21,1983-04-30,1937629,View example
x,15287,Pike Superior Court,,Pike Super. Ct.,,1,Georgia,,1878-08-01,1878-08-01,19944,View example
x,11675,Pinellas County Circuit Court,,Pinellas Cty. Cir. Ct.,,50,Florida,,1952-10-02,1982-01-08,1211078,View example
x,23548,Pinellas County Civil Court of Record,,Pinellas Cty. Civ. Ct. Rec.,,1,Florida,,1957-05-06,1957-05-06,1977195,View example
x,23574,Pinellas County Civil and Criminal Court of Record,,Pinellas Cty. Civ. & Crim. Ct. Rec.,,1,Florida,,1957-07-30,1957-07-30,1993740,View example
x,14285,Pinellas County Court,,Pinellas Cty. Ct.,,9,Florida,,1978-03-06,1991-07-02,2010193,View example
x,14157,Pinellas County Judge's Court,,Pinellas Cty. J. Ct.,,2,Florida,,1954-12-09,1958-01-09,1978248,View example
x,23573,Pinellas County Judge’s Court,14157,Pinellas Cty. J. Ct.,,1,Florida,,1958-08-20,1958-08-20,1993476,View example
x,11988,Piqua Municipal Court,,Piqua Mun. Ct.,,9,Ohio,,1947-07-30,1973-06-29,1442478,View example
x,19141,Pitkin County District Court,,Pitkin Cty. Dist. Ct.,,1,Colorado,,1900-03-14,1900-03-14,2327858,View example
x,14464,Pittsylvania County Circuit Court,,Pittsylvania Cty. Cir. Ct.,,11,Virginia,,1982-04-29,2011-02-02,3779687,View example
x,22249,Placer District Court,,Placer Dist. Ct.,,1,California,,1858-04-01,1858-04-01,8156178,View example
x,11465,Plattsburgh City Court,,Plattsburgh City Ct.,,1,New York,,1960-10-06,1960-10-06,1073986,View example
x,19597,Pleasant Valley Justice Court,,Pleasant Valley J. Ct.,,1,New York,,1992-12-15,1992-12-15,910076,View example
x,19601,Pleasantville Village Court,,Pleasantville Village Ct.,,1,New York,,1988-01-04,1988-01-04,868203,View example
x,19843,Police Court,,Police Ct.,,1,New York,,1951-03-07,1951-03-07,964513,View example
x,14236,Polk County Circuit Court,8811,Polk Cty. Cir. Ct.,,1,Oregon,,2016-07-07,2016-07-07,12166758,View example
x,23825,Polk County Circuit Court,,Polk Cty. Cir. Ct.,,12,Florida,,1949-10-19,1978-11-09,1187987,View example
x,14331,Polk County Court,,Polk Cty. Ct.,,13,Florida,,1979-11-01,1988-04-14,2028104,View example
