id,state,reporter,short,start_date,end_date,volumes,official offset,official,nominative,comments
1040,Tenn.,Reports of cases argued and determined in the Supreme Court of Tennessee,Tenn. (Mart. & Yer.),1825,1828,1,8,Tenn.,Mart. & Yer.,
1047,Tenn.,Reports of cases argued and determined in the Supreme Court of Tennessee during the years 1838-9,Tenn. (Meigs),1838,1839,1,19,Tenn.,Meigs,
1043,Tenn.,"Reports of cases argued and determined in the Supreme Court of Tennessee, during the years 1839 [to 1851]",Tenn. (Hum.),1839,1851,11,20,Tenn.,Hum.,
1042,Tenn.,Reports of the cases argued and determined in the Supreme Court of Tennessee during the years 1851-[1853],Tenn. (Swan),1851,1853,2,31,Tenn.,Swan,
1044,Tenn.,"Reports of the cases argued and determined in the Supreme Court of Tennessee, during the years 1853-[1858]",Tenn. (Sneed),1853,1858,5,33,Tenn.,Sneed,
1048,Tenn.,Reports of cases argued and determined in the Supreme Court of Tennessee during the year 1858 [to 1859],Tenn. (Head),1858,1860,3,38,Tenn.,Head,
1045,Tenn.,Reports of cases argued and determined in the Supreme Court of Tennessee,Tenn. (Cold.),1860,1870,7,41,Tenn.,Cold.,
1046,Tenn.,Reports of cases argued and determined in the Supreme Court of Tennessee,Tenn. (Heisk.),1870,1874,12,48,Tenn.,Heisk.,
347,Tex.,Texas Reports,Tex.,1846,1872,164,,,,
585,Tex.,Dallam's Opinions,Dallam,1840,1844,1,,,,
586,Tex.,Texas Court of Appeals Reports,Tex. Ct. App.,1876,1882,30,,,,
588,Tex.,Texas Criminal Reports,Tex. Crim.,1892,1963,142,,,,
590,Tex.,Texas Civil Appeals Reports,Tex. Civ. App.,1892,1911,63,,,,
591,Tex.,Condensed Reports of Decisions in Civil Causes in the Court of Appeals (White & Wilson),White & W.,1879,1884,4,,,,
592,Tex.,Texas Unreported Cases (Posey),Posey,1879,1884,2,,,,
593,Tex.,Texas Law Reporter,Tex. L. R.,1882,1884,3,,,,
594,Tex.,Conflicting Civil Cases in the Texas Reports,King's Conflicting Cases,1890,1911,3,,,,
595,Tex.,"Synopses of the Decisions of the Supreme Court of the State of Texas: rendered, upon applications for writs of habeas corpus, original and on appeal, arising from restraints by conscript and other military authorities, during the terms in 1862, 1863, 1864,",Robards,1862,1865,1,,,,
929,Tex.,A Digest of the Laws of Texas: containing a full and complete compilation of the land laws; together with opinions of the Supreme court [1840-1844],Dallam,1840,1844,1,,,,
1073,Tex.,Condensed Reports of Decisions in Civil Causes in the Court of Appeals,Willson,1883,1892,3,,,,
415,U.S.,Court of Claims Reports,Ct. Cl.,1863,1982,231,,,,
930,U.S.,Court of Customs Appeals reports,Ct. Cust.,1910,1929,16,,,,
931,U.S.,Decisions of the United States Court of Military Appeals,C.M.A.,1951,1975,23,,,,
932,U.S.,Federal Claims Reporter,Fed. Cl.,1993,2014,90,,,,
933,U.S.,Federal Reporter 3d Series,F.3d,1993,2014,761,,,,
934,U.S.,Federal Supplement 2d,F. Supp. 2d,1998,2014,990,,,,
935,U.S.,West's Bankruptcy Reporter,B.R.,1980,2014,512,,,,
936,U.S.,West's Federal Appendix,F. App'x,2001,2014,570,,,,
937,U.S.,West's Military Justice Reporter,M.J.,1978,2014,72,,,,
938,U.S.,West's Veterans Appeals Reporter,Vet. App.,1990,2014,25,,,,
939,U.S.,United States Claims Court Reporter,Cl. Ct.,1983,1992,26,,,,
940,U.S.,United States Court of International Trade Reports,Ct. Int'l Trade,1980,2009,33,,,,
941,U.S.,United States Customs Court Reports,Cust. Ct.,1938,1977,85,,,,
942,U.S.,Federal Cases,F. Cas.,1789,1880,31,,,,
943,U.S.,Federal Reporter,F.,1880,1924,300,,,,
944,U.S.,Reports of the United States Board of Tax Appeals,B.T.A.,1924,1942,47,,,,
978,U.S.,Court of Customs and Patent Appeals Reports,C.C.P.A.,1929,1982,53,,,,
979,U.S.,Customs Bulletin and Decisions,Cust. B. & Dec.,1968,2003,38,,,,
980,U.S.,Federal Reporter 2d Series,F.2d,1924,1993,999,,,,
981,U.S.,Federal Rules Decisions,F.R.D.,1941,2014,298,,,,
982,U.S.,Federal Supplement,F. Supp.,1932,1998,999,,,,
983,U.S.,United States Reports,U.S.,1875,0,557,,,,
984,U.S.,Reports of the Tax Court of the United States,T.C.,1942,2013,141,,,,
999,U.S.,Federal Supplement 3d,F. Supp. 3d,2014,0,0,,,,
881,U.S.,United States Reports (Dallas),U.S. (Dall.),1790,1800,4,1,U.S.,Dall.,
1032,U.S.,United States Reports (Cranch),U.S. (Cranch),1801,1815,9,5,U.S.,Cranch,
1033,U.S.,United States Reports (Wheaton),U.S. (Wheat.),1816,1827,12,14,U.S.,Wheat.,
1034,U.S.,United States Reports (Peters),U.S. (Pet.),1828,1842,16,26,U.S.,Pet.,
1035,U.S.,United States Reports (Howard),U.S. (How.),1843,1860,24,42,U.S.,How.,
1036,U.S.,United States Reports (Black),U.S. (Black),1861,1862,2,66,U.S.,Black,
1037,U.S.,United States Reports (Wallace),U.S. (Wall.),1863,1874,23,68,U.S.,Wall.,
1077,U.S.,Porto Rico Federal Reports,P.R. Fed.,1900,1930,13,,,,
269,Utah,Utah Reports,Utah,1873,1974,123,,,,
271,Utah,"Utah Reports, Second Series",Utah 2d,1953,1974,30,,,,
473,V.I.,Virgin Islands Reports,V.I.,1917,2012,60,,,,
190,Va.,Jefferson,Jeff.,1730,1772,1,,,,
383,Va.,Virginia Court of Appeals Courts,Va. App.,1985,2014,62,,,,
534,Va.,Virginia Reports,Va.,1829,1908,265,,,,
660,Va.,"Reports of Criminal Trials in the Circuit, State and United States Courts, held in Richmond, Virginia",Howison,1850,1851,1,,,,
946,Va.,"Decisions of the Cases in Virginia, by the High Court of Chancery (Wythe)",Va. Ch. Dec.,1788,1789,1,,,,
947,Va.,Minutes of the Council and General court of colonial Virginia,Va.,1622,1683,1,,,,
948,Va.,Virginia Circuit Court Opinions,Va. Cir.,1957,2014,87,,,,
949,Va.,Virginia Colonial Decisions,Va. Col. Dec.,1728,1741,2,,,,
950,Va.,Virginia Decisions,Va. Dec.,1871,1900,2,,,,
1022,Va.,Virginia Reports,Va. (Call),1779,1825,6,5,534,Call,
994,Va.,"A collection of cases decided by the General Court of Virginia, chiefly relating to the penal laws of the Commonwealth",Va. (Va. Cas.),1789,1826,0,3,534,Va. Cas.,
1017,Va.,Virginia Reports,Va. (Wash.),1790,1796,2,1,534,Wash.,
189,Va.,Hening & Munford,Va. (Hen. & M.),1806,1810,1,11,534,Hen. & M.,
1018,Va.,Virginia Reports,Va. (Munf.),1810,1820,6,15,534,Munf.,
1023,Va.,Virginia Reports,Va. (Gilmer),1820,1821,1,21,534,Gilmer,
1019,Va.,Virginia Reports,Va. (Rand.),1821,1828,6,22,534,Rand.,
945,Va.,Virginia Reports,Va. (Patt. & Heath),1829,1908,0,,,,?
1020,Va.,Virginia Reports,Va. (Leigh),1829,1842,12,28,534,Leigh,
1021,Va.,Virginia Reports,Va. (Rob.),1842,1844,2,40,534,Rob.,
1024,Va.,Virginia Reports,Va. (Gratt.),1844,1880,33,42,534,Gratt.,
284,Vt.,Vermont Reports,Vt.,1826,2013,193,,,,
661,Vt.,Aikens,Aik.,1825,1828,2,,,,
662,Vt.,"Chipman, D.",D. Chip.,1789,1824,2,,,,
663,Vt.,Brayton,Brayt.,1815,1819,1,,,,
664,Vt.,Tyler,Tyl.,1800,1803,2,,,,
665,Vt.,"Chipman, N.",N. Chip.,1789,1791,1,,,,
370,W. Va.,West Virginia Supreme Court,W. Va.,1864,0,232,,,,
657,W. Va.,Report of the Court of Claims,Ct. Cl.,1941,2011,28,,,,
405,Wash.,Washington Reports,Wash.,1890,1903,199,,,,
410,Wash.,Washington Reports,Wash. 2d,1939,2008,175,,,,
477,Wash.,Washington Appellate Reports,Wash. App.,1969,2013,173,,,,
658,Wash.,Washington Territory Reports,Wash. Terr.,1854,1888,3,,,,
483,Wis.,Wisconsin Reports,Wis.,1853,1894,264,,,,
653,Wis.,Pinney,Pin.,1839,1852,3,,,,
654,Wis.,Chandler,Chand.,1849,1852,2,,,,
656,Wis.,Burnett,Bur.,1841,1843,1,,,,
485,Wis.,Wisconsin Reports Second,Wis. 2d,1957,1975,422,,,,
1070,Wis.,Burnett,Bur.,1842,1843,1,,,,
361,Wyo.,Wyoming Reports,Wyo.,1870,1959,80,,,,
